# Wiktionary	vie	http://wiktionary.org/	CC BY-SA
07802026-n	vie:lemma	khô	
07802417-n	vie:lemma	ngũ	
07802417-n	vie:lemma	cốc	
07804323-n	vie:lemma	gạo	
07804323-n	vie:lemma	cơm	
07809368-n	vie:lemma	đồ	
07809368-n	vie:lemma	gia	
07809368-n	vie:lemma	vị	
07811416-n	vie:lemma	cỏ	
07811416-n	vie:lemma	cây	
07811416-n	vie:lemma	thảo	
07813107-n	vie:lemma	muối	
07814203-n	vie:lemma	quế	
07814487-n	vie:lemma	đinh	
07814487-n	vie:lemma	hương	
07814925-n	vie:lemma	gừng	
07815588-n	vie:lemma	hạt	
07815588-n	vie:lemma	tiêu	
07818277-n	vie:lemma	tỏi	
07819480-n	vie:lemma	mù	
07819480-n	vie:lemma	tạc	
07821919-n	vie:lemma	củ	
07821919-n	vie:lemma	nghệ	
07822197-n	vie:lemma	nước	
07822197-n	vie:lemma	xốt	
07822197-n	vie:lemma	cà	
07822197-n	vie:lemma	chua	
07823951-n	vie:lemma	cà	
07823951-n	vie:lemma	ri	
07823951-n	vie:lemma	ca	
07823951-n	vie:lemma	ri	
07825972-n	vie:lemma	nước	
07825972-n	vie:lemma	tương	
07828987-n	vie:lemma	giấm	
07829412-n	vie:lemma	sốt	
07831267-n	vie:lemma	nước	
07831267-n	vie:lemma	xốt	
07831267-n	vie:lemma	cà	
07831267-n	vie:lemma	chua	
07840672-n	vie:lemma	nước	
07840672-n	vie:lemma	cốt	
07840672-n	vie:lemma	dừa	
07840804-n	vie:lemma	trứng	
07841037-n	vie:lemma	lòng	
07841037-n	vie:lemma	trắng	
07841345-n	vie:lemma	lòng	
07841345-n	vie:lemma	đỏ	
07841907-n	vie:lemma	trứng	
07841907-n	vie:lemma	Phục	
07841907-n	vie:lemma	Sinh	
07842753-n	vie:lemma	món	
07842753-n	vie:lemma	trứng	
07842753-n	vie:lemma	tráng	
07844042-n	vie:lemma	sữa	
07846471-n	vie:lemma	sữa	
07846471-n	vie:lemma	đặc	
07848093-n	vie:lemma	kem	
07848093-n	vie:lemma	chua	
07848338-n	vie:lemma	bơ	
07848936-n	vie:lemma	bơ	
07848936-n	vie:lemma	sữa	
07848936-n	vie:lemma	trâu	
07848936-n	vie:lemma	lỏng	
07849336-n	vie:lemma	sữa	
07849336-n	vie:lemma	chua	
07849336-n	vie:lemma	da	
07849336-n	vie:lemma	ua	
07850329-n	vie:lemma	pho	
07850329-n	vie:lemma	mát	
07850329-n	vie:lemma	phó	
07850329-n	vie:lemma	mát	
07850329-n	vie:lemma	phô	
07850329-n	vie:lemma	mai	
07850329-n	vie:lemma	phô	
07850329-n	vie:lemma	ma	
07858197-n	vie:lemma	gan	
07858197-n	vie:lemma	ngỗng	
07858197-n	vie:lemma	béo	
07858197-n	vie:lemma	gan	
07858197-n	vie:lemma	béo	
07858595-n	vie:lemma	chất	
07858595-n	vie:lemma	ngọt	
07858978-n	vie:lemma	mật	
07858978-n	vie:lemma	ong	
07859284-n	vie:lemma	đường	
07859284-n	vie:lemma	糖	
07859583-n	vie:lemma	xi-rô	
07866723-n	vie:lemma	nem	
07866723-n	vie:lemma	rán	
07866723-n	vie:lemma	nem	
07866723-n	vie:lemma	chả	
07866723-n	vie:lemma	giò	
07868340-n	vie:lemma	cơm	
07868340-n	vie:lemma	chiên	
07873807-n	vie:lemma	bánh	
07873807-n	vie:lemma	pizza	
07876189-n	vie:lemma	món	
07876189-n	vie:lemma	dưa	
07876189-n	vie:lemma	cải	
07876189-n	vie:lemma	bắp	
07879953-n	vie:lemma	tempura	
07881800-n	vie:lemma	ly	
07881800-n	vie:lemma	cốc	
07881800-n	vie:lemma	chai	
07881800-n	vie:lemma	nước	
07881800-n	vie:lemma	giải	
07881800-n	vie:lemma	khát	
07884567-n	vie:lemma	rượu	
07886849-n	vie:lemma	rượu	
07886849-n	vie:lemma	bia	
07886849-n	vie:lemma	bia	
07888909-n	vie:lemma	mạch	
07888909-n	vie:lemma	nha	
07890617-n	vie:lemma	nước	
07890617-n	vie:lemma	cơvat	
07891433-n	vie:lemma	sake	
07891726-n	vie:lemma	rượu	
07891726-n	vie:lemma	vàng	
07904395-n	vie:lemma	rượu	
07904395-n	vie:lemma	gin	
07904395-n	vie:lemma	gin	
07905038-n	vie:lemma	rượu	
07905038-n	vie:lemma	rum	
07905038-n	vie:lemma	rum	
07906111-n	vie:lemma	vodka	
07906111-n	vie:lemma	vôtca	
07906111-n	vie:lemma	rượu	
07906111-n	vie:lemma	vôtca	
07906111-n	vie:lemma	rượu	
07906111-n	vie:lemma	vodka	
07906284-n	vie:lemma	huých-ki	
07906284-n	vie:lemma	uytky	
07906284-n	vie:lemma	rượu	
07906284-n	vie:lemma	uytky	
07922764-n	vie:lemma	nước	
07922764-n	vie:lemma	sôcôla	
07923297-n	vie:lemma	loại	
07923297-n	vie:lemma	kem	
07923297-n	vie:lemma	sưa	
07923297-n	vie:lemma	trộn	
07923748-n	vie:lemma	nước	
07923748-n	vie:lemma	ép	
07924366-n	vie:lemma	nước	
07924366-n	vie:lemma	táo	
07925808-n	vie:lemma	rượu	
07925808-n	vie:lemma	sữa	
07925808-n	vie:lemma	ngựa	
07927512-n	vie:lemma	nước	
07927512-n	vie:lemma	ngọt	
07927512-n	vie:lemma	nước	
07927512-n	vie:lemma	xô-đa	
07928887-n	vie:lemma	xá	
07928887-n	vie:lemma	xị	
07929351-n	vie:lemma	cà	
07929351-n	vie:lemma	phê	
07929519-n	vie:lemma	cà	
07929519-n	vie:lemma	phê	
07932841-n	vie:lemma	trà	
07933274-n	vie:lemma	trà	
07933274-n	vie:lemma	茶	
07933274-n	vie:lemma	chè	
07934530-n	vie:lemma	trà	
07934530-n	vie:lemma	đen	
07935152-n	vie:lemma	trà	
07935152-n	vie:lemma	xanh	
07940552-n	vie:lemma	giới	
07942152-n	vie:lemma	nhân	
07942152-n	vie:lemma	dân	
07942152-n	vie:lemma	人民	
07942152-n	vie:lemma	người	
07951464-n	vie:lemma	bộ	
07951464-n	vie:lemma	sưu	
07951464-n	vie:lemma	tập	
07956887-n	vie:lemma	ván	
07966140-n	vie:lemma	xã	
07966140-n	vie:lemma	hội	
07966140-n	vie:lemma	社會	
07967382-n	vie:lemma	dân	
07967382-n	vie:lemma	tộc	
07967382-n	vie:lemma	民族	
07970406-n	vie:lemma	gia	
07970406-n	vie:lemma	đinh	
07970406-n	vie:lemma	家庭	
07971582-n	vie:lemma	triều	
07971582-n	vie:lemma	đại	
07972425-n	vie:lemma	chế	
07972425-n	vie:lemma	độ	
07972425-n	vie:lemma	phong	
07972425-n	vie:lemma	kiến	
07990158-n	vie:lemma	hôn	
07990158-n	vie:lemma	nhân	
07990158-n	vie:lemma	hỗn	
07990158-n	vie:lemma	hợp	
07991169-n	vie:lemma	chăn	
07991169-n	vie:lemma	trâu	
07994331-n	vie:lemma	bầy	
07994331-n	vie:lemma	đàn	
07996689-n	vie:lemma	bộ	
07999699-n	vie:lemma	tập	
07999699-n	vie:lemma	hợp	
08002125-n	vie:lemma	quầy	
08002125-n	vie:lemma	đổi	
08002125-n	vie:lemma	tiền	
08013845-n	vie:lemma	Al-Qaeda	
08023374-n	vie:lemma	Hezbollah	
08028999-n	vie:lemma	Khmer	
08028999-n	vie:lemma	Đỏ	
08028999-n	vie:lemma	Khơme	
08028999-n	vie:lemma	Đỏ	
08029421-n	vie:lemma	Ku	
08029421-n	vie:lemma	Klux	
08029421-n	vie:lemma	Klan	
08050678-n	vie:lemma	chính	
08050678-n	vie:lemma	phủ	
08050678-n	vie:lemma	政府	
08050678-n	vie:lemma	chế	
08050678-n	vie:lemma	độ	
08052413-n	vie:lemma	đế	
08052413-n	vie:lemma	quốc	
08052413-n	vie:lemma	帝國	
08054076-n	vie:lemma	phòng	
08054076-n	vie:lemma	khám	
08054076-n	vie:lemma	bệnh	
08057206-n	vie:lemma	cơ	
08057206-n	vie:lemma	quan	
08058098-n	vie:lemma	công	
08058098-n	vie:lemma	ty	
08058098-n	vie:lemma	公司	
08062623-n	vie:lemma	nhà	
08062623-n	vie:lemma	xuất	
08062623-n	vie:lemma	bản	
08068375-n	vie:lemma	Bollywood	
08081668-n	vie:lemma	tôn	
08081668-n	vie:lemma	giáo	
08081668-n	vie:lemma	宗教	
08085535-n	vie:lemma	La	
08085535-n	vie:lemma	Mã	
08094013-n	vie:lemma	Do	
08094013-n	vie:lemma	Thái	
08094013-n	vie:lemma	giáo	
08095647-n	vie:lemma	Hồi	
08095647-n	vie:lemma	giáo	
08095647-n	vie:lemma	回教	
08102555-n	vie:lemma	ngành	
08114004-n	vie:lemma	bộ	
08114004-n	vie:lemma	y	
08114004-n	vie:lemma	tế	
08145553-n	vie:lemma	sở	
08145553-n	vie:lemma	bưu	
08145553-n	vie:lemma	điện	
08145553-n	vie:lemma	所郵電	
08145553-n	vie:lemma	phòng	
08145553-n	vie:lemma	bưu	
08145553-n	vie:lemma	điện	
08145553-n	vie:lemma	房郵電	
08149781-n	vie:lemma	tông	
08149781-n	vie:lemma	phái	
08149781-n	vie:lemma	宗派	
08152787-n	vie:lemma	tư	
08152787-n	vie:lemma	tế	
08168367-n	vie:lemma	nước	
08168367-n	vie:lemma	ngoài	
08168978-n	vie:lemma	quốc	
08168978-n	vie:lemma	gia	
08168978-n	vie:lemma	國家	
08168978-n	vie:lemma	tổ	
08168978-n	vie:lemma	quốc	
08168978-n	vie:lemma	quê	
08168978-n	vie:lemma	hương	
08168978-n	vie:lemma	nước	
08168978-n	vie:lemma	quốc	
08170255-n	vie:lemma	Đức	
08170255-n	vie:lemma	Quốc	
08170255-n	vie:lemma	Xã	
08174398-n	vie:lemma	NATO	
08180639-n	vie:lemma	giai	
08180639-n	vie:lemma	cấp	
08180639-n	vie:lemma	công	
08180639-n	vie:lemma	nhân	
08180639-n	vie:lemma	giai	
08180639-n	vie:lemma	cấp	
08180639-n	vie:lemma	vô	
08180639-n	vie:lemma	sản	
08191230-n	vie:lemma	quân	
08191230-n	vie:lemma	đội	
08191230-n	vie:lemma	軍隊	
08191701-n	vie:lemma	hải	
08191701-n	vie:lemma	quân	
08191701-n	vie:lemma	海軍	
08196024-n	vie:lemma	không	
08196024-n	vie:lemma	quân	
08196024-n	vie:lemma	空軍	
08209687-n	vie:lemma	cảnh	
08209687-n	vie:lemma	sát	
08209687-n	vie:lemma	警察	
08211760-n	vie:lemma	sở	
08211760-n	vie:lemma	Ghextapô	
08217557-n	vie:lemma	phần	
08217557-n	vie:lemma	nhịp	
08217557-n	vie:lemma	điệu	
08221897-n	vie:lemma	khán	
08221897-n	vie:lemma	giả	
08221897-n	vie:lemma	quý	
08221897-n	vie:lemma	vị	
08226699-n	vie:lemma	làng	
08227214-n	vie:lemma	câu	
08227214-n	vie:lemma	lạc	
08227214-n	vie:lemma	bộ	
08227214-n	vie:lemma	CLB	
08233056-n	vie:lemma	công	
08233056-n	vie:lemma	đoàn	
08240169-n	vie:lemma	bọn	
08240169-n	vie:lemma	đám	
08240169-n	vie:lemma	đoàn	
08240169-n	vie:lemma	lũ	
08240169-n	vie:lemma	giới	
08245425-n	vie:lemma	xã	
08245425-n	vie:lemma	hội	
08245425-n	vie:lemma	đen	
08248157-n	vie:lemma	dàn	
08248157-n	vie:lemma	nhạc	
08248856-n	vie:lemma	dàn	
08248856-n	vie:lemma	nhạc	
08248856-n	vie:lemma	giao	
08248856-n	vie:lemma	hưởng	
08250978-n	vie:lemma	Kim	
08250978-n	vie:lemma	Trướng	
08250978-n	vie:lemma	hãn	
08250978-n	vie:lemma	quốc	
08250978-n	vie:lemma	金帳汗國	
08256567-n	vie:lemma	bữa	
08256567-n	vie:lemma	chiều	
08256968-n	vie:lemma	chánh	
08256968-n	vie:lemma	đảng	
08256968-n	vie:lemma	政黨	
08256968-n	vie:lemma	đảng	
08256968-n	vie:lemma	黨	
08276720-n	vie:lemma	trường	
08276720-n	vie:lemma	trường	
08276720-n	vie:lemma	học	
08295138-n	vie:lemma	Cộng	
08295138-n	vie:lemma	đồng	
08295138-n	vie:lemma	các	
08295138-n	vie:lemma	Quốc	
08295138-n	vie:lemma	gia	
08295138-n	vie:lemma	Độc	
08295138-n	vie:lemma	lập	
08295580-n	vie:lemma	Liên	
08295580-n	vie:lemma	Hiệp	
08295580-n	vie:lemma	Quốc	
08295580-n	vie:lemma	LHQ	
08301871-n	vie:lemma	Quỹ	
08301871-n	vie:lemma	tiền	
08301871-n	vie:lemma	tệ	
08301871-n	vie:lemma	quốc	
08301871-n	vie:lemma	tế	
08303275-n	vie:lemma	liên	
08303275-n	vie:lemma	minh	
08304895-n	vie:lemma	liên	
08304895-n	vie:lemma	minh	
08304895-n	vie:lemma	liên	
08304895-n	vie:lemma	bang	
08320201-n	vie:lemma	xô	
08320201-n	vie:lemma	viết	
08324514-n	vie:lemma	uỷ	
08324514-n	vie:lemma	ban	
08327090-n	vie:lemma	bộ	
08327090-n	vie:lemma	chính	
08327090-n	vie:lemma	trị	
08329453-n	vie:lemma	tòa	
08329453-n	vie:lemma	án	
08354352-n	vie:lemma	cơ	
08354352-n	vie:lemma	quan	
08354352-n	vie:lemma	việc	
08354352-n	vie:lemma	làm	
08355075-n	vie:lemma	hãng	
08355075-n	vie:lemma	thông	
08355075-n	vie:lemma	tấn	
08362917-n	vie:lemma	cộng	
08362917-n	vie:lemma	hòa	
08362917-n	vie:lemma	共和	
08363812-n	vie:lemma	quân	
08363812-n	vie:lemma	chủ	
08363812-n	vie:lemma	chế	
08363812-n	vie:lemma	độ	
08363812-n	vie:lemma	quân	
08363812-n	vie:lemma	chủ	
08363812-n	vie:lemma	nền	
08363812-n	vie:lemma	quân	
08363812-n	vie:lemma	chủ	
08364143-n	vie:lemma	chủ	
08364143-n	vie:lemma	nghĩa	
08364143-n	vie:lemma	tư	
08364143-n	vie:lemma	bản	
08364143-n	vie:lemma	主義資本	
08364959-n	vie:lemma	nền	
08364959-n	vie:lemma	kinh	
08364959-n	vie:lemma	tế	
08364959-n	vie:lemma	thị	
08364959-n	vie:lemma	trường	
08366202-n	vie:lemma	chủ	
08366202-n	vie:lemma	nghĩa	
08366202-n	vie:lemma	xã	
08366202-n	vie:lemma	hội	
08366202-n	vie:lemma	主義社會	
08366440-n	vie:lemma	chủ	
08366440-n	vie:lemma	nghĩa	
08366440-n	vie:lemma	Quốc	
08366440-n	vie:lemma	xã	
08366440-n	vie:lemma	chủ	
08366440-n	vie:lemma	nghĩa	
08366440-n	vie:lemma	xã	
08366440-n	vie:lemma	hội	
08366440-n	vie:lemma	quốc	
08366440-n	vie:lemma	gia	
08366753-n	vie:lemma	tiết	
08366753-n	vie:lemma	kiệm	
08368757-n	vie:lemma	hệ	
08368757-n	vie:lemma	sinh	
08368757-n	vie:lemma	thái	
08381820-n	vie:lemma	nội	
08381820-n	vie:lemma	các	
08381820-n	vie:lemma	內閣	
08383417-n	vie:lemma	công	
08383417-n	vie:lemma	ty	
08383417-n	vie:lemma	cổ	
08383417-n	vie:lemma	phần	
08387354-n	vie:lemma	giới	
08387354-n	vie:lemma	trí	
08387354-n	vie:lemma	thức	
08390157-n	vie:lemma	bộ	
08390157-n	vie:lemma	binh	
08390157-n	vie:lemma	步兵	
08405603-n	vie:lemma	vương	
08405603-n	vie:lemma	quốc	
08405603-n	vie:lemma	王國	
08405723-n	vie:lemma	đế	
08405723-n	vie:lemma	quốc	
08407619-n	vie:lemma	sự	
08407619-n	vie:lemma	phơi	
08407619-n	vie:lemma	sự	
08407619-n	vie:lemma	phơi	
08407619-n	vie:lemma	bày	
08412136-n	vie:lemma	mẫu	
08412136-n	vie:lemma	giáo	
08412136-n	vie:lemma	nhà	
08412136-n	vie:lemma	trẻ	
08412136-n	vie:lemma	vườn	
08412136-n	vie:lemma	trẻ	
08420278-n	vie:lemma	ngân	
08420278-n	vie:lemma	hàng	
08420278-n	vie:lemma	銀行	
08425173-n	vie:lemma	chợ	
08425173-n	vie:lemma	đen	
08438533-n	vie:lemma	rừng	
08440630-n	vie:lemma	chế	
08440630-n	vie:lemma	độ	
08440630-n	vie:lemma	độc	
08440630-n	vie:lemma	tài	
08454818-n	vie:lemma	giới	
08454818-n	vie:lemma	nghiêm	
08454818-n	vie:lemma	戒嚴	
08454818-n	vie:lemma	thiết	
08454818-n	vie:lemma	quân	
08454818-n	vie:lemma	luật	
08457543-n	vie:lemma	bộ	
08457543-n	vie:lemma	gen	
08462320-n	vie:lemma	dữ	
08462320-n	vie:lemma	liệu	
08462721-n	vie:lemma	siêu	
08462721-n	vie:lemma	dữ	
08462721-n	vie:lemma	liệu	
08466175-n	vie:lemma	lập	
08466175-n	vie:lemma	thể	
08486971-n	vie:lemma	Tổ	
08486971-n	vie:lemma	chức	
08486971-n	vie:lemma	Thương	
08486971-n	vie:lemma	mại	
08486971-n	vie:lemma	Thế	
08486971-n	vie:lemma	giới	
08489497-n	vie:lemma	ở	
08489497-n	vie:lemma	đây	
08489497-n	vie:lemma	đây	
08489497-n	vie:lemma	nơi	
08489497-n	vie:lemma	đây	
08491027-n	vie:lemma	địa	
08491027-n	vie:lemma	chỉ	
08491027-n	vie:lemma	地址	
08495420-n	vie:lemma	điểm	
08495420-n	vie:lemma	viễn	
08495420-n	vie:lemma	địa	
08495420-n	vie:lemma	點遠地	
08495908-n	vie:lemma	điểm	
08495908-n	vie:lemma	viễn	
08495908-n	vie:lemma	nhật	
08495908-n	vie:lemma	點遠日	
08497294-n	vie:lemma	miền	
08499840-n	vie:lemma	thuộc	
08499840-n	vie:lemma	địa	
08506641-n	vie:lemma	chiến	
08506641-n	vie:lemma	trường	
08506641-n	vie:lemma	戰場	
08510169-n	vie:lemma	quê	
08510169-n	vie:lemma	hương	
08510350-n	vie:lemma	nơi	
08510350-n	vie:lemma	sinh	
08510350-n	vie:lemma	sinh	
08510350-n	vie:lemma	quán	
08511970-n	vie:lemma	đáy	
08520728-n	vie:lemma	điểm	
08520728-n	vie:lemma	phân	
08521623-n	vie:lemma	nghĩa	
08521623-n	vie:lemma	trang	
08521623-n	vie:lemma	nghĩa	
08521623-n	vie:lemma	địa	
08521816-n	vie:lemma	trung	
08521816-n	vie:lemma	tâm	
08521816-n	vie:lemma	中心	
08523483-n	vie:lemma	giữa	
08524735-n	vie:lemma	thành	
08524735-n	vie:lemma	phố	
08524735-n	vie:lemma	城埔	
08524735-n	vie:lemma	thành	
08524735-n	vie:lemma	phố	
08544813-n	vie:lemma	đất	
08544813-n	vie:lemma	nước	
08550966-n	vie:lemma	giáo	
08550966-n	vie:lemma	phận	
08550966-n	vie:lemma	giáo	
08550966-n	vie:lemma	khu	
08550966-n	vie:lemma	教區	
08551628-n	vie:lemma	cánh	
08551628-n	vie:lemma	đồng	
08552138-n	vie:lemma	lãnh	
08552138-n	vie:lemma	thổ	
08559508-n	vie:lemma	nhà	
08562620-n	vie:lemma	phương	
08562620-n	vie:lemma	đông	
08562620-n	vie:lemma	Phương	
08562620-n	vie:lemma	Đông	
08562757-n	vie:lemma	Viễn	
08562757-n	vie:lemma	Đông	
08562757-n	vie:lemma	遠東	
08565506-n	vie:lemma	thiên	
08565506-n	vie:lemma	đường	
08565506-n	vie:lemma	thiên	
08565506-n	vie:lemma	đàng	
08565506-n	vie:lemma	天堂	
08568719-n	vie:lemma	xích	
08568719-n	vie:lemma	đạo	
08568719-n	vie:lemma	赤道	
08578032-n	vie:lemma	chấn	
08578032-n	vie:lemma	tâm	
08582837-n	vie:lemma	địa	
08582837-n	vie:lemma	ngục	
08582837-n	vie:lemma	地獄	
08583095-n	vie:lemma	bán	
08583095-n	vie:lemma	cầu	
08583095-n	vie:lemma	半球	
08585158-n	vie:lemma	quê	
08585158-n	vie:lemma	quê	
08585158-n	vie:lemma	hương	
08585158-n	vie:lemma	tổ	
08585158-n	vie:lemma	quốc	
08600992-n	vie:lemma	vườn	
08600992-n	vie:lemma	quốc	
08600992-n	vie:lemma	gia	
08612049-n	vie:lemma	quỹ	
08612049-n	vie:lemma	đạo	
08612049-n	vie:lemma	軌道	
08614229-n	vie:lemma	ruộng	
08614229-n	vie:lemma	lúa	
08615001-n	vie:lemma	giáo	
08615001-n	vie:lemma	xứ	
08615374-n	vie:lemma	công	
08615374-n	vie:lemma	viên	
08615638-n	vie:lemma	bãi	
08615638-n	vie:lemma	đậu	
08615638-n	vie:lemma	xe	
08615638-n	vie:lemma	khu	
08615638-n	vie:lemma	vực	
08615638-n	vie:lemma	đỗ	
08615638-n	vie:lemma	xe	
08615810-n	vie:lemma	chỗ	
08615810-n	vie:lemma	đậu	
08615810-n	vie:lemma	xe	
08615810-n	vie:lemma	chỗ	
08615810-n	vie:lemma	đỗ	
08615810-n	vie:lemma	xe	
08618831-n	vie:lemma	điểm	
08618831-n	vie:lemma	cận	
08618831-n	vie:lemma	nhật	
08618831-n	vie:lemma	點近日	
08621598-n	vie:lemma	nơi	
08626947-n	vie:lemma	tỉnh	
08626947-n	vie:lemma	省	
08633957-n	vie:lemma	cảng	
08633957-n	vie:lemma	港	
08639058-n	vie:lemma	hải	
08639058-n	vie:lemma	cảng	
08644722-n	vie:lemma	tỉnn	
08654360-n	vie:lemma	tỉnh	
08660339-n	vie:lemma	mặt	
08665504-n	vie:lemma	tỉnh	
08665504-n	vie:lemma	thành	
08665504-n	vie:lemma	phố	
08674344-n	vie:lemma	cận	
08674344-n	vie:lemma	nhiệt	
08674344-n	vie:lemma	đới	
08680363-n	vie:lemma	con	
08680363-n	vie:lemma	đường	
08680363-n	vie:lemma	tơ	
08680363-n	vie:lemma	lụa	
08682389-n	vie:lemma	thế	
08682389-n	vie:lemma	giới	
08682389-n	vie:lemma	mới	
08682389-n	vie:lemma	Tân	
08682389-n	vie:lemma	Thế	
08682389-n	vie:lemma	giới	
08682389-n	vie:lemma	新世界	
08689947-n	vie:lemma	khu	
08689947-n	vie:lemma	phi	
08689947-n	vie:lemma	quân	
08689947-n	vie:lemma	sự	
08689947-n	vie:lemma	giới	
08689947-n	vie:lemma	tuyến	
08689947-n	vie:lemma	quân	
08689947-n	vie:lemma	sự	
08689947-n	vie:lemma	vùng	
08689947-n	vie:lemma	phi	
08689947-n	vie:lemma	quân	
08689947-n	vie:lemma	sự	
08691276-n	vie:lemma	múi	
08691276-n	vie:lemma	giờ	
08699654-n	vie:lemma	Namibia	
08701942-n	vie:lemma	Tiểu	
08701942-n	vie:lemma	Á	
08703454-n	vie:lemma	Afghanistan	
08707917-n	vie:lemma	Angola	
08709704-n	vie:lemma	Antigua	
08709704-n	vie:lemma	và	
08709704-n	vie:lemma	Barbuda	
08711974-n	vie:lemma	Argentina	
08712876-n	vie:lemma	Buenos	
08712876-n	vie:lemma	Aires	
08714132-n	vie:lemma	Bulgaria	
08715110-n	vie:lemma	Đông	
08715110-n	vie:lemma	Nam	
08715110-n	vie:lemma	Á	
08715390-n	vie:lemma	Miến	
08715390-n	vie:lemma	Điện	
08715390-n	vie:lemma	緬甸	
08715390-n	vie:lemma	Myanma	
08715390-n	vie:lemma	nước	
08715390-n	vie:lemma	Myanma	
08715777-n	vie:lemma	Răng	
08715777-n	vie:lemma	Gun	
08715777-n	vie:lemma	Yangon	
08716738-n	vie:lemma	Campuchia	
08716738-n	vie:lemma	nước	
08716738-n	vie:lemma	Campuchia	
08716738-n	vie:lemma	Căm	
08716738-n	vie:lemma	Bốt	
08716738-n	vie:lemma	Cao	
08716738-n	vie:lemma	Miên	
08717059-n	vie:lemma	Phnôm	
08717059-n	vie:lemma	Pênh	
08717209-n	vie:lemma	Cameroon	
08718577-n	vie:lemma	Cộng	
08718577-n	vie:lemma	hòa	
08718577-n	vie:lemma	Trung	
08718577-n	vie:lemma	Phi	
08719100-n	vie:lemma	Sri	
08719100-n	vie:lemma	Lanka	
08719465-n	vie:lemma	Colombo	
08720481-n	vie:lemma	Chile	
08722844-n	vie:lemma	Mãn	
08722844-n	vie:lemma	Châu	
08723006-n	vie:lemma	Trung	
08723006-n	vie:lemma	Quốc	
08723006-n	vie:lemma	中國	
08723006-n	vie:lemma	Trung	
08723006-n	vie:lemma	Hoa	
08723006-n	vie:lemma	Tàu	
08723006-n	vie:lemma	Cộng	
08723006-n	vie:lemma	hòa	
08723006-n	vie:lemma	Nhân	
08723006-n	vie:lemma	dân	
08723006-n	vie:lemma	Trung	
08723006-n	vie:lemma	Hoa	
08723006-n	vie:lemma	CHNDTH	
08724726-n	vie:lemma	Bắc	
08724726-n	vie:lemma	Kinh	
08724726-n	vie:lemma	北京	
08725161-n	vie:lemma	Trùng	
08725161-n	vie:lemma	Khánh	
08725454-n	vie:lemma	Quảng	
08725454-n	vie:lemma	Đông	
08725454-n	vie:lemma	Quảng	
08725454-n	vie:lemma	Châu	
08725692-n	vie:lemma	Cam	
08725692-n	vie:lemma	Túc	
08726305-n	vie:lemma	Tứ	
08726305-n	vie:lemma	Xuyên	
08726463-n	vie:lemma	Vân	
08726463-n	vie:lemma	Nam	
08726582-n	vie:lemma	Lan	
08726582-n	vie:lemma	Châu	
08727003-n	vie:lemma	Đại	
08727003-n	vie:lemma	Liên	
08727230-n	vie:lemma	Lạc	
08727230-n	vie:lemma	Dương	
08727606-n	vie:lemma	Hàng	
08727606-n	vie:lemma	Châu	
08727806-n	vie:lemma	Nam	
08727806-n	vie:lemma	Xương	
08728066-n	vie:lemma	Nam	
08728066-n	vie:lemma	Kinh	
08728268-n	vie:lemma	Thượng	
08728268-n	vie:lemma	Hải	
08728462-n	vie:lemma	Thẩm	
08728462-n	vie:lemma	Dương	
08728595-n	vie:lemma	Thái	
08728595-n	vie:lemma	Nguyên	
08728749-n	vie:lemma	Đường	
08728749-n	vie:lemma	Sơn	
08728882-n	vie:lemma	Thiên	
08728882-n	vie:lemma	Tân	
08729283-n	vie:lemma	Vũ	
08729283-n	vie:lemma	Hán	
08729626-n	vie:lemma	Tân	
08729626-n	vie:lemma	Cương	
08729626-n	vie:lemma	新疆	
08729971-n	vie:lemma	Nội	
08729971-n	vie:lemma	Mông	
08730550-n	vie:lemma	Đài	
08730550-n	vie:lemma	Loan	
08730550-n	vie:lemma	Trung	
08730550-n	vie:lemma	Hoa	
08730550-n	vie:lemma	Dân	
08730550-n	vie:lemma	Quốc	
08730895-n	vie:lemma	Đài	
08730895-n	vie:lemma	Bắc	
08730895-n	vie:lemma	臺北	
08731057-n	vie:lemma	Đài	
08731057-n	vie:lemma	Trung	
08731148-n	vie:lemma	Hồng	
08731148-n	vie:lemma	Kông	
08731148-n	vie:lemma	Hương	
08731148-n	vie:lemma	Cảng	
08731148-n	vie:lemma	香港	
08731423-n	vie:lemma	Ma	
08731423-n	vie:lemma	Cao	
08731423-n	vie:lemma	Áo	
08731423-n	vie:lemma	Môn	
08731606-n	vie:lemma	Đông	
08731606-n	vie:lemma	Dương	
08731606-n	vie:lemma	bán	
08731606-n	vie:lemma	đảo	
08731606-n	vie:lemma	Trung	
08731606-n	vie:lemma	Ấn	
08731606-n	vie:lemma	半島中印	
08734044-n	vie:lemma	Congo	
08734385-n	vie:lemma	Congo	
08740875-n	vie:lemma	México	
08740875-n	vie:lemma	Mễ	
08740875-n	vie:lemma	Tây	
08740875-n	vie:lemma	Cơ	
08750334-n	vie:lemma	Cuba	
08750612-n	vie:lemma	La	
08750612-n	vie:lemma	Habana	
08751494-n	vie:lemma	Haiti	
08751885-n	vie:lemma	Port-au-Prince	
08753933-n	vie:lemma	Jamaica	
08756202-n	vie:lemma	Trinidad	
08756202-n	vie:lemma	và	
08756202-n	vie:lemma	Tobago	
08756884-n	vie:lemma	Síp	
08757264-n	vie:lemma	Cộng	
08757264-n	vie:lemma	hòa	
08757264-n	vie:lemma	Séc	
08757264-n	vie:lemma	Séc	
08757569-n	vie:lemma	Tiệp	
